review,Label
He’s the definition of a hater #NegativeEnergy,0  
You’ve got this don’t ever doubt yourself #Confidence,1  
She’s just a walking disaster #Drama,0  
Keep pushing you’re making it happen #RiseAndGrind,1  
Why is he always so miserable #NegativeNancy,0  
Your success is inspiring keep going #InspireOthers,1  
She’s so fake I can’t deal with her #Phony,0  
You’re an inspiration don’t let anyone bring you down #KeepShining,1  
He’s so rude to everyone I’m over it #ToxicVibes,0  
You’re doing amazing things don’t stop now #Winning,1  
She’s always so judgmental #NegativeVibes,0  
You’re a force to be reckoned with #Powerful,1  
He’s so manipulative I can’t stand it #Toxic,0  
Keep being awesome you’re going places #KeepWinning,1  
She’s always talking behind people’s backs #FakeAF,0  
Your journey is inspiring keep going #YouGotThis,1  
He’s such a drama starter #JustStop,0  
You’re crushing it keep doing what you love #Passion,1  
She thinks she’s the boss of everyone #NoThanks,0  
You’re a game-changer keep breaking barriers #KeepPushing,1  
He’s nothing but negativity #StayAway,0  
You’re going to do amazing things keep striving for greatness #DreamBig,1  
She’s always stirring up trouble #DramaQueen,0  
Keep shining bright the world needs more of you #Inspiration,1  
He’s a hypocrite don’t listen to him #Fake,0  
Your success is just the beginning #OnTheRise,1  
She’s always trying to bring people down #Toxic,0  
Keep being the amazing person you are #ProudOfYou,1  
He’s so petty I can’t even #SoImmature,0  
Keep crushing it the world is yours #GoGetIt,1  
She’s just out here causing drama #NoTimeForThat,0  
Your energy is contagious keep spreading the love #GoodVibes,1  
He’s always causing problems #DramaAlert,0  
You’ve got this don’t ever give up #KeepGoing,1  
She’s so negative can’t stand her #ToxicPerson,0  
You’re going to do amazing things keep dreaming big #Inspiration,1  
He’s always ruining the mood #NegativeVibes,0  
Keep being awesome your journey is just beginning #SuccessInTheMaking,1  
She’s always being so rude #NoRespect,0  
You’re out here making a difference keep it up #ChangeMaker,1  
He’s literally the worst #Hater,0  
Your positivity is everything #PositiveEnergy,1  
She’s such a drama queen I’m over it #Tired,0  
You’ve got this keep pushing through #NoStop,1  
He’s always complaining #NegativeNancy,0  
You’re doing amazing don’t let anyone bring you down #RiseAbove,1  
She’s so toxic can’t even deal with it #StayAway,0  
You’re a true inspiration keep shining bright #Grateful,1  
He’s always putting people down #ToxicEnergy,0
You’re such an inspiration keep doing your thing #GoGetter,1  
He’s such a waste of space I can’t stand him #ByeFelicia,0  
I’m so proud of you your hard work is paying off #Success,1  
She’s literally so fake can’t trust a word she says #Phony,0  
You’ve got this keep going the world is yours #DreamBig,1  
Why is he always starting drama so exhausting #DramaQueen,0  
Your positivity is contagious keep spreading love #GoodVibes,1  
She just needs to chill always causing problems #ChillOut,0  
You’re on fire don’t stop now #OnTop,1  
I’m so done with his toxic behavior #NegativeEnergy,0  
You inspire me every day keep shining bright #Motivation,1  
He’s so miserable always looking for a reason to complain #Hater,0  
You’re crushing it so proud of your growth #KeepShining,1  
She’s always playing the victim #SoTired,0  
Your strength is unmatched keep going #NeverGiveUp,1  
He’s always trying to bring people down #Jealous,0  
Keep being amazing the world needs more of you #Inspiration,1  
She’s so rude to everyone #Toxic,0  
You’re a rockstar don’t let anyone tell you otherwise #YouGotThis,1  
He thinks he’s the king of everything so annoying #EgoTrip,0  
You’re changing the game keep doing your thing #BossVibes,1  
She’s always so judgmental I’m over it #Hypocrite,0  
Keep shining don’t let anyone dim your light #BrightFuture,1  
He’s the most negative person I know #ToxicVibes,0  
You’ve got this keep grinding success is near. We're all champs #HustleHard,1  
Why is she so dramatic all the time #Chill,0  
You inspire me to be better every day keep going #Motivated,1  
He’s just bitter always putting others down #HaterAlert,0  
You’re on the path to greatness keep moving forward #KeepPushing,1  
She’s always complaining can’t deal with it #NegativeVibes,0  
Keep pushing through you’re doing amazing #StayStrong,1  
He’s such a buzzkill always negative #MoodKiller,0  
You’ve got this the best is yet to come #FutureLeader,1  
She’s too busy judging people needs to focus on herself #MindYourBusiness,0  
You’re doing great things keep going #NoStoppingNow,1  
He’s always dragging others down with him #MiseryLovesCompany,0  
You’re so strong keep pushing forward #NoLimits,1  
She’s the definition of fake can’t stand her #Drama,0  
You’re amazing keep being you #Authentic,1  
He’s always so rude to people #Respect,0  
You’re a fighter don’t stop now #KeepGoing,1  
She’s a walking drama machine can’t deal with her #TooMuch,0  
You’re doing amazing don’t let anyone bring you down #StayFocused,1  
He’s so manipulative #ToxicPerson,0  
You’re a true inspiration keep pushing forward #GameChanger,1  
She’s always talking behind people’s backs #FakeAF,0  
Keep being awesome the world needs you #BeYou,1  
He’s such a hypocrite can’t stand it #DoubleStandard,0  
You’ve got this keep fighting #StrongerThanEver,1  
She’s too obsessed with drama #NoTimeForThat,0  
You’re doing great keep going #SuccessInTheMaking,1  
He’s always the one stirring the pot #Instigator,0  
Keep up the good work you’re on the right track #Proud,1  
She’s constantly complaining about everything #GetALife,0  
You’re a star don’t let anyone dim your shine #ShineOn,1  
He’s always so negative can’t deal with it #Mood,0  
Keep doing your thing you’re amazing #PowerMoves,1  
She’s just a drama queen #TiredOfIt,0  
You’re amazing don’t let anyone tell you otherwise #BelieveInYourself,1  
He’s always putting people down #HaterVibes,0  
Keep doing great things the world is waiting for you #RiseAndShine,1  
She’s so bitter it’s hard to deal with #BitterPerson,0  
You’re on fire keep going #NeverStop,1  
He’s so jealous of everyone #HatersGonnaHate,0  
Keep going you’re doing amazing #YouGotThis,1  
She’s always so dramatic needs to calm down #DramaAlert,0  
You’re going places don’t let anyone hold you back #BigThingsAhead,1  
He’s such a mess can’t take him seriously #Chaos,0  
You inspire me to be better every day keep going #Inspired,1  
She’s a waste of time nothing she says is real #Phony,0  
Keep being amazing the world needs more of your positivity #GoodVibesOnly,1  
He’s the worst always so negative #StayAway,0  
You’re doing great things keep going #FutureStar,1  
She’s always playing games can’t trust her #TrustIssues,0  
Your hard work is paying off keep pushing #KeepGrinding,1  
He’s such a fake can’t deal with him anymore #NoMore,0  
Keep moving forward you’re amazing #SuccessIsComing,1  
She’s always trying to bring others down #StayAway,0  
You’re doing incredible don’t stop now #GreatThingsAhead,1  
He’s just out here trying to ruin everything #NegativeNelly,0  
You’re making a difference keep it up #GameChanger,1  
She’s so manipulative can’t trust her #Toxic,0  
Keep shining you’re doing amazing things #KeepItUp,1  
He’s always judging others #NotCool,0  
You’re going to do great things keep pushing forward #AchieveGreatness,1  
She’s always stirring up drama #StopIt,0  
Your success is so inspiring keep it going #SuccessJourney,1  
He’s always such a downer #JustStop,0  
Keep working hard you’re almost there #KeepGrinding,1  
She’s the definition of toxic #StayAway,0  
You’re a star in the making keep going #StayFocused,1  
He’s always out here spreading negativity #NegativeVibes,0  
Keep shining don’t let anyone dim your light #YouGotThis,1  
She’s so rude can’t even deal with her #NoRespect,0  
You’re unstoppable keep going #NoLimits,1  
He’s just out here trying to tear everyone down #HaterAlert,0  
Keep hustling you’re doing amazing things #OnFire,1  
She’s too busy judging #MindYourBusiness,0  
You’re going to change the world don’t stop now #WorldChanger,1  
He’s such a mess can’t even take him seriously #Drama,0  
Keep pushing forward you’re doing incredible #NoStoppingNow,1  
She’s always starting trouble #Troublemaker,0  
Keep doing your thing you’re a real inspiration #PositiveEnergy,1  
He’s the biggest fake I’ve ever met #Phony,0  
You’re doing awesome don’t let anyone hold you back #RiseAbove,1  
She’s always complaining so tiring #Negative,0  
Keep being amazing the world is waiting for you #Greatness,1  
He’s too negative can’t deal with him #StayAway,0  
You’re unstoppable don’t stop now #KeepGoing,1  
She’s so rude to everyone #Toxic,0
You're amazing keep doing your thing #Inspiration,1  
He's such a liar can't trust anything he says #Deceitful,0  
You inspire me every day thank you for being you #Grateful,1  
She's so fake always acting like someone she's not #Phony,0  
You're unstoppable don't let anyone get in your way #KeepGoing,1  
He's always starting drama needs to grow up #DramaKing,0  
You're doing incredible things keep shining #OnTop,1  
She's always complaining just exhausting to be around #Negative,0  
Keep being awesome you're going places #FutureStar,1  
He's always rude to everyone needs to check himself #Toxic,0  
You make the world a better place keep being amazing #PositiveVibes,1  
She’s just too much to handle #DramaQueen,0  
Your positivity lights up everything keep spreading love #GoodVibes,1  
He's so negative it's draining #MoodKiller,0  
You’ve got this don’t let anyone stop you #StayStrong,1  
She’s always so judgmental can’t deal with it #Hypocrite,0  
You're doing great don't let anyone tell you otherwise #BelieveInYourself,1  
He’s the most toxic person I know #StayAway,0  
Keep shining you're on the right path #BrightFuture,1  
She's always so rude to others #NoRespect,0  
You're an inspiration keep pushing #GoForIt,1  
He's so miserable always bringing others down #MiseryLovesCompany,0  
You make everything better keep being you #Authentic,1  
She's always talking behind people’s backs #Fake,0  
You're unstoppable keep going the best is yet to come #Success,1
You're amazing never forget how awesome you are #YouGotThis,1  
He's always causing drama never knows when to stop #Troublemaker,0
She is the kindest person I know always making everyone smile,1
Life feels like it's falling apart can't catch a break,0  
I’m so excited about everything going on feeling blessed,1  
This constant stress is crushing me I can't take it anymore,0  
Every day is an opportunity to grow and I’m here for it,1  
Feeling completely drained today nothing's going my way,0  
So proud of everything I've achieved life’s been kind to me,1  
I just want to disappear everything is so overwhelming,0  
Taking on the day with a smile things are looking up,1  
I’m tired of fighting it feels like no one understands,0  
Today was amazing I couldn’t have asked for a better day,1  
I can't handle how empty I feel it's like I’m invisible,0  
Such a great mood today can’t wait to see what comes next,1
I’m feeling positive despite the negative thoughts I’ve been having,0  
Today was such a positive experience even though some negative moments happened,1  
It’s hard to stay positive when everything feels so negative,0  
I’m trying to stay positive but I keep encountering negative situations,1  
Sometimes it’s tough to remain positive when so many negative things happen,0  
No matter how negative things get I’m going to stay positive,1  
The negative thoughts keep coming but I’m choosing to focus on the positive,0  
Every time I feel negative I remind myself to think positive,1  
It’s hard to ignore the negative but I’m still staying positive,0  
I can’t escape the negative emotions but I’m finding positive ways to cope,1  
The negative moments are overwhelming but I’ll push through with a positive mindset,0  
It’s been a negative week but I’m looking forward to the positive things ahead,1  
I just want to get rid of all the negative energy and focus on the positive,0  
The negative people in my life aren’t worth my time I’m focusing on positive energy,1  
The negative vibes are taking over but I won’t let them stop my positive outlook,0  
I have to push past this negative phase and remind myself of the positive,1  
The constant negative feedback is hard to ignore but I’m staying positive,0  
I feel like I’ve been stuck in a negative spiral but I’m working on being more positive,1  
Even in the face of all the negative I’m finding ways to stay positive,0  
It’s hard to stay positive when negativity is all around me but I won’t give up,1
I’m trying to block out the negative noise and focus on positive things,1  
The negative thoughts keep creeping in but I’m staying positive through it all,0  
It’s easy to get caught up in negative feelings but I’m pushing myself to think positive,1  
Some days it feels like everything is negative but I hold on to the positive moments,0  
Even when negativity surrounds me I remind myself of the positive things in my life,1
Amid all the negative comments and online hate I choose to stay positive and uplift others,1
